SMILES,MolWt,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,HeavyAtoms,FractionCSP3
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,270.372,3.8174,1,2,37.3,0,1,20,0.611111111
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,350.436,3.2934,1,4,80.67,2,1,24,0.611111111
C(CO)N,61.084,-1.0626,2,2,46.25,1,0,4,1
CCOC(=O)C(C)C(=O)C,144.17,0.7746,0,3,43.37,3,0,10,0.714285714
CCO,46.069,-0.0014,1,1,20.23,0,0,3,1
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,785.557,-2.42396,9,19,362.93,13,3,53,0.444444444
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC(C(C(CN)O)O)O)O)O)N,560.35,-3.6803,9,16,308.31,12,2,36,0.666666667
CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,787.573,-1.75026,11,19,363.28,13,4,53,0.444444444
CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C,382.33,4.6319,3,4,113.29,11,0,24,0.6
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C,562.967,13.0304,1,1,20.23,22,0,41,0.6
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C,722.925,13.2644,3,4,113.29,26,0,49,0.6
COC1=C(C=CC(=C1)C=CC(=O)O)O,194.186,1.4986,2,3,66.76,3,1,14,0.1
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,456.348,-1.60656,6,9,208.09,7,1,31,0.411764706
CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O,458.364,-0.93286,8,9,208.44,7,2,31,0.411764706
C=O,30.026,-0.1849,0,1,17.07,0,0,2,0
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC=O)O,795.551,-1.6717,9,18,363.63,20,2,50,0.636363636
C1=CC(=CC=C1CCNC(=O)CCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)CCC(C(CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CNC=O,776.749,0.5091,9,11,325.27,28,2,55,0.457142857
C(C1C(C(C(O1)(CO)O)O)O)O,180.156,-3.2198,5,6,110.38,2,0,12,1
C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O,260.135,-3.1028,6,7,156.91,4,0,16,1
C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,340.114,-2.9858,7,8,203.44,6,0,20,1
C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O,260.135,-3.1028,6,7,156.91,4,0,16,1
C(CCNC1C(=O)C(C(C(O1)CO)O)O)CC(C(=O)O)N,306.315,-2.8337,6,8,162.34,8,0,21,0.833333333
C(CCNC1C(=O)C(C(C(O1)COP(=O)(O)O)O)O)CC(C(=O)O)N,386.294,-2.7167,7,9,208.87,10,0,25,0.833333333
C(C1C(C(C(O1)(C(=O)O)O)O)O)O,194.139,-3.1275,5,6,127.45,2,0,13,0.833333333
C(=CC(=O)O)C(=O)O,116.072,-0.2882,2,2,74.6,2,0,8,0
C(C(C(=O)O)O)OP(=O)(O)O,186.056,-1.4588,4,4,124.29,4,0,11,0.666666667
C[N+](C)(C)CCCC(=O)[O-],145.202,-0.7773,0,2,40.13,4,0,10,0.857142857
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C)O,895.736,-0.8489,9,18,363.63,23,2,57,0.714285714
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,290.832,3.6444,0,0,0,0,0,12,1
C1=C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,254.371,3.5523,0,0,0,0,0,11,0.666666667
C(C(C=O)O)OP(=O)(O)O,170.057,-1.3445,3,4,104.06,4,0,10,0.666666667
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,443.202,-2.4527,7,11,252.57,6,2,28,0.5
CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O,587.328,-3.3927,8,16,308.33,8,2,38,0.625
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,605.343,-4.6285,10,17,331.72,9,2,39,0.6875
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)NC(=NC2=O)N,683.139,-2.1017,10,16,392.16,12,2,40,0.5
CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C,314.211,2.9054,3,4,113.29,8,0,19,0.6
CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C,450.449,6.3584,3,4,113.29,14,0,29,0.6
C(C1C(C(C(C(=O)O1)O)O)O)O,178.14,-3.0132,4,6,107.22,1,0,12,0.833333333
C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O,340.114,-2.9874,7,8,203.44,5,0,20,1
C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)O,259.151,-3.138,6,7,162.7,3,0,16,1
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O,879.625,-1.3044,10,19,400.93,22,2,56,0.576923077
C(CC(=O)O)C(C=O)N,131.131,-0.6226,2,3,80.39,4,0,9,0.6
C(CC(=O)O)CC(=O)O,132.115,0.3259,2,2,74.6,4,0,9,0.6
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O,881.641,-1.0804,10,19,400.93,23,2,56,0.653846154
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,307.328,-2.2061,6,6,158.82,9,0,20,0.6
C(CC(=O)NC(CSS)C(=O)NCC(=O)O)C(C(=O)O)N,339.395,-1.5579,6,7,158.82,10,0,21,0.6
C(CC(=O)NC(CSS(=O)(=O)[O-])C(=O)NCC(=O)O)C(C(=O)O)N,386.384,-2.9425,5,9,216.02,11,0,24,0.6
C(CCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CN,434.563,-2.4559,8,8,188.67,17,0,29,0.764705882
C(C(=O)O)N,75.067,-0.9703,2,2,63.32,1,0,5,0.5
C(C(C=O)O)O,90.078,-1.4615,2,3,57.53,2,0,6,0.666666667
C(C(C(=O)O)O)O,106.077,-1.5758,3,3,77.76,2,0,7,0.666666667
C(C(CO)O)O,92.094,-1.6681,3,3,60.69,2,0,6,1
C(C(COP(=O)(O)O)O)O,172.073,-1.5511,4,4,107.22,4,0,10,1
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,465.631,2.5649,5,5,127.09,6,0,33,0.923076923
C(C(=O)O)O,76.051,-0.9367,2,2,57.53,1,0,5,0.5
CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)N)NC(=O)C)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)COP(=O)(O)O)O)O)O)O)O)O)NC(=O)C)O,983.821,-10.8402,17,24,493.16,19,0,66,0.852941176
C(=O)C(=O)O,74.035,-0.7301,1,2,54.37,1,0,5,0
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,363.223,-2.5697,6,9,206.04,4,2,24,0.5
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,523.181,-2.3357,8,13,299.1,8,2,32,0.5
C(C(=O)O)N=C(N)N,117.108,-1.6556,3,2,101.7,2,0,8,0.333333333
C1=NC2=C(N1)C(=O)N=C(N2)N,151.129,-0.7716,3,4,100.45,0,2,11,0
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,283.244,-2.6867,5,8,159.51,2,2,20,0.5
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)NC(=NC2=O)N,603.16,-2.2187,9,14,345.63,10,2,36,0.5
C(=O)(O)O,62.024,0.2224,2,1,57.53,0,0,4,0
C#N,27.026,0.13978,0,1,23.79,0,0,2,0
C(=O)(O)[O-],61.016,-1.1123,1,2,60.36,0,0,4,0
CC1C2C=C3C(C(C([N-]3)C=C4C(C(C(=CC5=C(C(C(=CC(C1C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)[N-]2)[N-]5)C)C=C)[N-]4)C)CCC(=O)O)CCC(=O)O)C.[Fe],848.951,12.3111,3,3,151.23,17,0,59,0.591836735
CC1C2C=C3C(C(C(N3)C=C4C(C(C(=CC5=C(C(C(=CC(C1C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)N2)N5)C)C=C)N4)C)CCC(=O)O)CCC(=O)O)C,797.138,9.1772,7,7,142.95,17,0,58,0.591836735
CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1134.934,-10.7119,15,30,610.49,21,0,70,0.884615385
C1=C(NC=N1)CC(C(=O)O)N,155.157,-0.6359,3,3,92,3,1,11,0.333333333
C1=C(NC=N1)CC(C=O)N,139.158,-0.5216,2,3,71.77,3,1,10,0.333333333
C1=C(NC=N1)CC(CO)N,141.174,-0.7282,3,3,74.93,3,1,10,0.5
CC1=NC=C(C(=N1)N)CO,139.158,-0.14048,2,4,72.03,1,1,10,0.333333333
C(CS)C(C(=O)O)N,135.188,-0.2818,3,3,63.32,3,0,8,0.75
C(CO)C(C(=O)O)N,119.12,-1.2193,3,3,83.55,3,0,8,0.75
C1=CC(=C(C=C1O)CC(=O)O)O,168.148,0.7249,3,3,77.76,2,1,12,0.125
C(#N)S,59.093,0.39728,1,2,23.79,0,0,3,0
C(CC(=O)O)C1C(=O)NC(=O)N1,172.14,-0.9408,3,3,95.5,3,0,12,0.5
CC(=CCOP(=O)(O)OP(=O)(O)O)CO,262.091,0.1513,4,5,133.52,6,0,15,0.6
NO,33.03,-0.6657,2,2,46.25,0,0,2,0
C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,854.819,1.8409,13,9,381.79,27,4,61,0.4
C(CS(=O)=O)N,109.15,-1.4435,2,3,60.16,2,0,6,1
C1=NC2=C(N1)C(=O)N=CN2,136.114,-0.3538,2,3,74.43,0,2,10,0
CCC(C)C(C(=O)O)N,131.175,0.4444,2,2,63.32,3,0,9,0.833333333
C1=C(NC=N1)CC(=O)COP(=O)(O)O,220.121,-0.3694,3,4,112.51,5,1,14,0.333333333
C1=C(NC=N1)CC(C(=O)O)O,156.141,-0.6023,3,3,86.21,3,1,11,0.333333333
C1=C(NC=N1)CC(=O)C(=O)O,154.125,-0.3941,2,3,83.05,3,1,11,0.166666667
C1=CN=CN1,68.079,0.4097,1,1,28.68,0,1,5,0
C(C(=N)C(=O)O)C(=O)O,131.087,-0.43453,3,3,98.45,3,0,9,0.25
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,348.208,-2.1519,5,8,180.02,4,2,23,0.5
C1=CC=C2C(=C1)C=CN2,117.151,2.1679,1,0,15.79,0,2,9,0
C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,287.208,0.6715,5,4,123.01,5,2,19,0.272727273
C1=CC=C2C(=C1)C(=CN2)CC=O,159.188,1.9093,1,1,32.86,2,2,12,0.1
C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-],174.179,0.4603,1,2,55.92,2,2,13,0.1
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,175.187,1.795,2,1,53.09,2,2,13,0.1
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,203.197,1.3641,2,2,70.16,3,2,15,0.090909091
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,268.229,-2.2689,4,7,133.49,2,2,19,0.5
C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O,340.114,-3.6006,8,8,214.44,4,0,20,1
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,420.093,-3.4836,9,9,260.97,6,0,24,1
II,253.808,1.7714,0,0,0,0,0,2,0
CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,837.632,-0.6793,9,18,363.63,20,2,53,0.68
C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O,226.184,-0.0884,3,4,104.06,4,0,16,0.2
CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,851.659,-0.2892,9,18,363.63,21,2,54,0.692307692
C=C(CC(=O)O)C(=O)O,130.099,0.1019,2,2,74.6,3,0,9,0.2
C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,508.166,-1.9179,7,12,273.08,8,2,31,0.5
[K+],39.098,-2.996,0,0,0,0,0,1,0
[KH],40.106,-0.6485,0,0,0,0,0,1,0
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,484.503,-7.2914,11,15,282.61,6,0,33,1
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)N)N,483.519,-7.325,11,15,288.4,6,0,33,1
C(C(C(C(C(CO)O)O)O)O)C(=O)C(=O)O,238.192,-3.5339,6,7,155.52,7,0,16,0.75
C(C(C(C(C(COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O,318.171,-3.4169,7,8,202.05,9,0,20,0.75
CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O,1625.904,8.5431,16,25,509.84,65,0,110,0.934210526
CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O,2028.388,10.684,19,32,632.36,81,0,138,0.927083333
CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)(O)O)COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)C(=O)O)OCC4C(C(C(C(O4)OP(=O)(O)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,2318.728,16.053,19,35,684.96,96,0,157,0.927272727
CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O,1846.081,6.2122,20,31,626.29,70,0,125,0.928571429
C[N+](C)(C)CCOP(=O)(O)OCC(CO)O,258.231,-0.8206,3,5,96.22,8,0,16,1
CCCC(C(=O)O)N,117.148,0.1984,2,2,63.32,3,0,8,0.8
C1C(CNC1C(=O)O)O,131.131,-1.2062,3,3,69.56,1,0,9,0.8
CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)O)N)C(=O)O)C(=O)O)N,390.393,-2.1652,7,7,222.14,13,0,27,0.666666667
C(C(C(C(CO)O)O)O)O,152.146,-2.9463,5,5,101.15,4,0,10,1
C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O,290.276,-1.9893,6,5,188.33,9,0,20,0.6
C(C=O)C(C(=O)O)N,117.104,-1.0127,2,3,80.39,3,0,8,0.5
C(C(C(=O)O)N)OC(=O)C=[N+]=[N-],173.128,-1.7579,2,4,126.02,4,0,12,0.4
C(C(C(=O)O)N)OC(=C[N+]#N)O,174.136,-0.37512,3,5,120.93,4,0,12,0.4
C(C(C(=O)O)N)C(=O)OP(=O)(O)O,213.082,-1.5757,4,5,147.15,4,0,13,0.5
C(CC(C(=O)O)N)CNC(=O)N,175.188,-1.1532,4,3,118.44,5,0,12,0.666666667
C(CSCC(C(=O)O)N)C(C(=O)O)N,222.266,-1.0665,4,5,126.64,7,0,14,0.714285714
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,197.19,0.0522,4,4,103.78,3,1,14,0.222222222
C(C(C(=O)O)N)C(C(=O)O)O,163.129,-1.7661,4,4,120.85,4,0,11,0.6
CC1C(C(C(C(O1)O)O)O)O,164.157,-2.1938,4,5,90.15,0,0,11,1
CC(C(C(C(=O)CO)O)O)O,164.157,-2.3496,4,5,97.99,4,0,11,0.833333333
C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N,250.276,-1.3223,5,5,129.72,7,0,16,0.625
C(CC(=O)OP(=O)(O)O)C(C(=O)O)N,227.109,-1.1856,4,5,147.15,5,0,14,0.6
C(CC(C(=O)O)N)C=O,131.131,-0.6226,2,3,80.39,4,0,9,0.6
C1=C(NC=N1)CC(COP(=O)(O)O)N,221.153,-0.6112,4,4,121.46,5,1,14,0.5
C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,208.217,0.2535,3,4,106.41,4,1,15,0.2
CS(=O)CCC(C(=O)O)N,165.214,-0.8331,2,3,80.39,4,0,10,0.8
CC(C)(CO)C(C(=O)O)O,148.158,-0.5496,3,3,77.76,3,0,10,0.833333333
C1CCNC(C1)C(=O)O,129.159,0.2131,2,2,49.33,1,0,9,0.833333333
C(C(C(C(=O)CO)O)O)OP(=O)(O)O,230.109,-2.6211,5,6,144.52,6,0,14,0.8
C(C(C(=O)O)N)[SeH],168.054,-1.2826,2,2,63.32,2,0,7,0.666666667
CC(C(C(=O)O)N)C(=O)O,147.13,-0.881,3,3,100.62,3,0,10,0.6
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,776.872,4.5573,3,4,92.78,5,2,24,0.133333333
C(C(C(C(C=O)O)O)O)O,150.13,-2.7397,4,5,97.99,4,0,10,0.8
CC(C=O)O,74.079,-0.4339,1,2,37.3,1,0,5,0.666666667
CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,426.729,8.4791,1,1,20.23,4,0,31,0.866666667
CC(C)CC(C(=O)O)N,131.175,0.4444,2,2,63.32,3,0,9,0.833333333
C1C=CCC(=CC=CC2C(O2)CCCC=O)C=C1,244.334,3.5118,0,2,29.6,6,0,18,0.4375
CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)C)NC(=O)CCC(C(=O)O)N,623.813,3.2813,6,8,196.12,25,0,43,0.580645161
CCC=CCC=CCC=CCCCCCCCC(=O)O,278.436,5.6605,1,1,37.3,13,0,20,0.611111111
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,650.976,3.9527,3,4,92.78,5,2,23,0.133333333
CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)CO)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O,1405.727,10.874,12,19,393.39,60,0,95,0.941176471
C1CSSC1CCCCC(=O)N,205.348,2.1858,1,3,43.09,5,0,12,0.875
C1CSSC1CCCCC(=O)O,206.332,2.7851,1,3,37.3,5,0,12,0.875
C(CC(C(=O)O)N)CC(C(=O)O)N,190.199,-1.0195,4,4,126.64,6,0,13,0.714285714
C(CCN)CC(C(=O)O)N,146.19,-0.4727,3,3,89.34,5,0,10,0.833333333
C(C(=O)O)C(=O)O,104.061,-0.4543,2,2,74.6,2,0,7,0.333333333
C(C=O)C(=O)O,88.062,-0.34,1,2,54.37,2,0,6,0.333333333
CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,853.587,-1.8606,10,19,400.93,21,2,54,0.625
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O,666.579,-9.7488,14,21,347.83,10,0,45,1
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,504.438,-7.573,11,16,268.68,7,0,34,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,342.297,-5.3972,8,11,189.53,4,0,23,1
C1=CC=C(C(=C1)CCC(=O)O)O,166.176,1.4094,2,2,57.53,3,1,12,0.222222222
CC(=CC(=O)O)C(=O)O,130.099,0.1019,2,2,74.6,2,0,9,0.2
C(C(C(=O)O)O)(C(=O)O)O,150.086,-2.1226,4,4,115.06,3,0,10,0.5
CSCCC(C(=O)O)N,149.215,0.1514,2,3,63.32,4,0,9,0.8
CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,835.616,-0.7592,9,18,363.63,20,2,53,0.6
CS,48.11,0.546,1,1,0,0,0,2,1
C1=CC(=CC=C1CCNC(=O)CCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)CCC(C(CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CN,748.739,0.7218,9,11,322.19,26,2,53,0.470588235
CC(=O)C=O,72.063,-0.2257,0,2,34.14,1,0,5,0.333333333
[CH3-],15.035,0.45029,0,0,0,0,0,1,0
CC1C(N(C2=C(N1)NC(=NC2=O)N)C)C(C)NC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)([O-])OC(CCC(=O)O)C(=O)O)O)O)O)O)O,789.709,-2.6204,11,19,351.87,19,2,54,0.612903226
CC1C(N(C2=C(N1)NC(=NC2=O)N)C)C(C)NC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O,790.717,-1.9884,12,18,349.04,19,2,54,0.612903226
C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,457.447,-0.5219,6,9,193.98,7,2,33,0.35
CC1C2C(N(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)([O-])OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C,787.693,-2.8846,10,19,343.08,17,2,54,0.612903226
CC1C2C(N(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C,788.701,-2.2526,11,18,340.25,17,2,54,0.612903226
CO,32.042,-0.3915,1,1,20.23,0,0,2,1
[Mg+2],24.305,-0.3808,0,0,0,0,0,1,0
[MgH2],26.321,-0.9162,0,0,0,0,0,1,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,660.03,-3.1326,12,12,400.56,12,0,36,1
COC(=O)C(=CC(=O)O)CC(=O)O,188.135,-0.3549,2,4,100.9,4,0,13,0.285714286
C1(C(C(C(C(C1O)O)O)O)O)O,180.156,-3.8346,6,6,121.38,0,0,12,1
CSCCS(=O)(=O)O,156.228,0.2372,1,3,54.37,3,0,8,1
C1=CC=C(C(=C1)C(=O)O)NC2C(C(C(O2)COP(=O)(O)O)O)O,349.232,-0.6473,6,7,165.78,6,1,23,0.416666667
C(CCC(=O)NCCCCCC(=O)O)CCN,244.335,1.2667,3,3,92.42,11,0,17,0.833333333
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.283,1.8551,2,2,54.12,4,2,17,0.307692308
CC(=O)NC1C(C(C(OC1N)CO)O)O,220.225,-3.1112,5,6,125.04,2,0,15,0.875
CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O,301.188,-2.9606,6,7,165.78,4,0,19,0.875
CC(=O)NC1C(C(C(OC1O)CO)O)O,221.209,-3.0776,5,6,119.25,2,0,15,0.875
CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O,301.188,-2.9606,6,7,165.78,4,0,19,0.875
CC(=O)NC(CCC(=O)OP(=O)(O)O)C(=O)O,269.146,-1.0082,4,5,150.23,6,0,17,0.571428571
CC(=O)NCCC(C(=O)O)N,160.173,-1.0755,3,3,92.42,4,0,11,0.666666667
CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,218.256,1.5521,3,2,65.12,3,2,16,0.25
CC(=O)NC1=CC=CC=C1,135.166,1.645,1,1,29.1,1,1,10,0.125
CC(=O)NC(CCC=O)C(=O)O,173.168,-0.4452,2,3,83.47,5,0,12,0.571428571
